tweet,text,class
1231224740,How exciting! I grew up in a family with four kids and it was a blast ,pos
1229820062,Since joey's not on im off lol im gonna be on early tomorrow ,pos
1229640387,Is watching old home videos ,pos
1229635270,I am up for joining in on the getting healthy collectively - sign me up ,pos
1229143535,"Just goofing around, sorry.  The judge is talking right now at the hearing.",pos
1228579194,who's dreamin' of a white X'mas? URL  USER - d'is 1 specially 4u... yay it snows!!!,pos
1231302632,"nothing cryptic, just didn't get wasted ",pos
1231214464,Woke up in another lifetime it's a shame it's just not right... ,pos
1229482574,Models can put their own clothes on. ,pos
1230187658,"haha, cant promise that. ",pos
1230438899,"Yes, so they say - Dutch cheese is famous... But I couldn't know, because this 'cheeshead' is allergic to cheese ",pos
1229341986,cheers ,pos
1228818535,is sittin at the library drinkin a foamy latte' and writing a new post on high heels.. to be posted soon ,pos
1230757934,Yup annotations is lot helpful to avoid xml or properties. But we rarely use it. We are still stuck to xml/properties file ,neg
1231016718,he doesn't tweet does he? ,neg
1229086003,Off work!! Awesome day! ,pos
1229544111,,neg
1229561820,Hi Susan - thanks for your expensive dear - Merry Christmas 2 u ,pos
1228952414,URL - Rat scratches. ,neg
1229585030,tell that to mom ,neg
1229032313,"All great, but without band.  ",neg
1229889942,i love your pics  they are so sweet!,pos
1228602758,yep thanks.. I'll add you in now.  ,pos
1230578261,Getting ready for Irish Bloggers Christmas Party with iFoods.tv  URL ...but gonna be running a bit late ,pos
1230839702,"That's it, I'm signing off for the Christmas hols. To my lovely followers: have a peaceful & healthy Xmas & a wonderful 2009 ",pos
1229126488,woops it was a smiey ,pos
1229587635,Happy Birthday John! wishing you lots more happiness & all those good things ps i have a pic of you & me at altitude on FB,pos
1228464813,you've got yourself a deal. ,pos
1228109552,Omg !! finch!! ,pos
1230964006,I'm glad you liked it. Merry Christmas. ,pos
1230765573,is off to a wedding ,pos
1230849607,"aah, boys will be boys, eh...? lol  I am waiting for Diablo III to come out, not really into FPS's",pos
1230026237,ooo... Yum! For me? ,pos
1231048912,"nice Joe, 78 in FL, ahhhh... get outside and take a ride or a hike today. Good for you man ",pos
1230445659,"Fri. DS5, DD8 &Dnephew5 did a really IMperfect gingerbread house.Martha Stewart LIED.What a mess!BUT what a Memory #flylady",pos
1228125907,good night ,pos
1229415320,"sweet! I saw that you got it. Those kits are super fun, aren't they? Share a pic ",pos
1229606020,Exhausted.. how do u all keep it up? ,pos
1231036912,Jerk.  Its okay. I know you dont love me.,neg
1230614284,Any designers interested in contributing some quality themes to PetCart's public launch in exchange for feature love? DM me. ,pos
1230187032,about to hit amazon...need to start reading the novels on list of hundred greatest...what a book nerd am i.... ,pos
1229546346,got a positive performance note at work today. ,pos
1228640596,Oops...cozy BED! Thanks T! ,pos
1229759130,Hello. ,pos
1228668978,working on the laptop situation ,pos
1230532993,"off for dinner, crepe, pancake, blueberry, bacon mmm...  mandarin oranges for dessert ",pos
1228325545,i hated telling him i wasnt coming to his party but i really cant tolerate the stupidity and immaturity i'd have to deal with. ,neg
1231224068,actually feeling really really sick. And no its not hungover sick. I think im getting a cold.  someone come make me soup and snuggle plz?!,neg
1229739115,ramesh doing fine...thanks for ur wishes ,pos
1230864569,"Lol, I will tell you later ",pos
1229639348,There are mac users who are Quicksilver users and those that are Launchbar users - I'm a Launchbar user ,pos
1230303074,Re-pinging USER new flickr pic in need of a poetic title in 6 words... ) URL,pos
1229041153,hey thanks ,pos
1230269886,Beetje tijd vergeten tijdens URL. Zal wel komen door slaperigheid. Iig zo naar USER toe... ,pos
1228355198,"yes it did look pretty good. Sleep won, in the end ",pos
1231075122,,pos
1230127664,details please! ,pos
1229639196,miss you moreeee poopie. ,pos
1229539404,URL - Sandwich cookies dipped in white chocolate with peppermint sprinkles ,pos
1230140229,The tree is almost done. Listening to Christmas music and feeling happy and peaceful right now. We will overcome our troubles. ,pos
1229593147,"ofcourse its ok. I know GOD will come through, He always does u still ok for 2morrow night?",pos
1228877363,Im am watching my girl laila play bball in the infamous town of altus! ,pos
1229354012,My sister-in law loves me.  I got the gift of iTunes ,pos
1229054193,DH & I said 'lets go on diet' . 2 days later a 20lb box of chocolates arrived from Germany. The GOOD stuff. but i haven't broken down. ,pos
1229630786,"...thinking about it, he didn;t make that stuff for me, he made it for himself, didn't he? ",pos
1227103935,"it's so cold in my house, but I can't seem to warm up  oh poopsicles!",neg
1230195854,I know...I'm just messing with ya' ,pos
1229019077,,pos
1230591425,"DD2 just remembered to put the ""reindeer food"" out... at 3 am!!! It's FREEZING out, but we did it! And *she* went right back to sleep. ",pos
1228767028,love that movie ,pos
1228832299,Having breakfast while checking all the night's tweets. On Tweetie. Good Morning! ,pos
1228691016,"had a great time playing Wii with my dad and sisters tonight bowling, Rock Band, Guitar Hero. I think I kicked ass on Rebel Yell, vocals",pos
1230049143,just got your cookies!!  Already eaten half of them.  thank you!!,pos
1230142003,Thanks! will do. ,pos
1230226862,can't believe I missed your CNN appearance!  heard you were GREAT! Congrats!,neg
1228322260,And free show washington square park afternoon monday ,pos
1229008276,Going to join a friend for a UCLA basketball game in Anaheim today. I like live sports waaay more than TV... ,pos
1230600124,mine are already asleep ,pos
1227988899,Congrats on the new Bizarre cover with Bianca. You both look great ,pos
1229467945,"congratulations...i met my wife, also Judy, 39 years ago around the same time of year...and that was my lucky day too  ",pos
1229888362,busy and glad its over. missed my gramma. ,neg
1228997472,"I'm available to do what I can to help, just IM me. ",pos
1229573066,"i think i could express my current stress level as ""asdkfhjkadhsflkhaFUCK:fjksadhfkjhsdFOOFIGHTERSdsfhjsdakhfFUCKjkhsfkhsadkEVERLONG"" ! ",neg
1228424311,ik ben geen teefje... ,pos
1230439193,"Thanks for the tip!!!!   btw, your picture is captivating...really!",pos
1229675957,It's a blizzard out there!! So glad that hubby just arrived back home safely a short while ago!!  ,pos
1230372013,I'm glad to hear that. Good morning! ,pos
1228328577,Hmm. That just might do it. Thanks! And thanks for following. ,pos
1229780622,DaysUSER our days..still 4USER 2 go 2 Praha - Ceko /  2day : Gereja  - nyentrum R'dam en DHUSER nyokap mertua's home..yuks..,pos
1229135456,Thank you. It's an acquired taste - or so I'm told. ,pos
1229194582,later everyone. don't forget to shop while i am gone. URL have a good day all. ,pos
1230534280,"I don't believe in a lot of specialty kitchen gadgets, but I cling to my potato ricer and my popover pan. Carb freak? ",pos
1230134113,LOL i fell behind so many times but its pretty easy to catch up with John hes dead easy going ,pos
1228539672,"we're open til 5pm today, then closed for the holiday period. we'll be back open saturday 27th for post-christmas beach walks and coffee ",pos
1230406591,"I love sleeping with the fan on, window open, under a down comforter. They all negate eachother but oh well ",pos
1228963580,now now Joe be nice ,pos
1230579595,The Rab C Nesbitt that was on on Tuesday night or something. It was funny . Can you download stuff of iPlayer to your Mac?,pos
1229376677,im gonna party with my best friendd and our ppl ,pos
1229630826,"What's the deal? You have another one for the cause yet, or what?  #TCOT",pos
1228892940,"I'm sorry to hear that! I do think it was as bad, but it's not on the same line. ",neg
1230002678,-Always enjoy our tweets sir! : )  God Bless You and yours! : ),pos
1229134561,"I'm a bit tipsy . It's Saturday, sue me...",pos
1229400928,Wind Chill is ths mornings new release selection ,pos
1229306611,"As I wrap gifts w/my 2 DDs... paper ripping, bows flying, tape coiling... ""The wonder of Christmas is children."" All the way!  ",pos
1229463038,"If I go to Quick to help improve my French, does it mean I have to eat there too?  ",pos
1230999635,Thanks for the Jesse McCartney song  Brings be back to the summertime...,pos
1229711267,"PS My Dad was delayed on AC . Some friends tried to fly in from Edmonton (on WJ) today, they turned back 10 min from airport ",neg
1225826815,yeah... but firefox has all the cool extensions.. ,neg
1229009484,Yes...you will find a lot of followers ,pos
1230506018,??????? ??????? ??????  ??? ????????? ??? ????? ???? ????? ?????? ???? ??? ??????? ???? ???,neg
1229882030,"no you're not pathetic, you just have lots to say ",pos
1229715414,Spending one last day with the hubby before he leaves for work in Kentucky!! ,neg
1230662624,groveland changing their tacos might be the saddest news I have heard today. ,neg
1231180184,,pos
1229231920,"thanks , glad someone enjoys them as much as I do",pos
1229895781,I am uploading Christmas photos to photobucket  ,pos
1230492826, I hope he's okay,neg
1229767566,Young scouts willing to help out women examining their breast for cancer  URL I would have done the same if I was a scout ,pos
1229303445,Oh I see lol  Well you must have a pretty high tolerance for being interested cause you are still following me :p,pos
1229140071,good morning sexeh ,pos
1230741538,long hard day. but there is leftover cake ,pos
1230593508,as requested: URL ,pos
1230749130,Sure did.  Yuck..don't like running errands this time of year. Your dinner sounds yummy! ,pos
1230777499,Thursday    It also got delayed! BOO!!,neg
1229117203,had a Merry Christmas  working on gathering some more cash together for an iPod touch,pos
1227910074,YUMMA!!!!  I am coming over : ),pos
1230314153,did they make you go home and get a collar? What happened to the jeans and tee ,pos
1230720368,Picture of Oreo truffles: URL I'm proud ,pos
1229931773,"You're passing on ""takin its easys?!"" Lmao metalocalypse is always entertaining  goodnight just finished studying for my last final tmrw",pos
1229021196,&lt;innocent face&gt; im just trying to wish myself luck ,neg
1228979492,i like sexy   I see you guys have been keeping busy.  Let's get up in the new year. . Im in LA till then.,pos
1230089180,Retire = good ,pos
1231118702,you're welcome. i adore her music and listen to her a lot. ,pos
1229927164,I'm officially Mrs. Billings  Thank you to everyone who watched and to all our family and friends who attended XOX,pos
1228871775,"I am Horde, you Alliance bitch! Ilu. ",pos
1230342746,the podcast is awesome!!! Well done on being part of our first Podcast,pos
1228823097,"Thnaks, Heather.  Now if I could only edit and upload all of December's photos before tomorrow...",pos
1230748994,"Christmas was ok, but I'm more looking forward to New Years ",pos
1230744516,Dawn says we can go for it - might have to get a few more investors though! ,pos
1231073964,NO YOU WEREN'T! THIS IS BEAUTIFUL! I went with my daddy! ,pos
1229352702,because i dont know how to start Personal Chef thing  i wish i would have the guts to do that,neg
1228244188,ok  i got some drippers and slaps.. lets get some paint and hit some freights ,pos
1229133614,"yeah, maybe that was more of a guesstimate. ",pos
1229299029,"Want to listen to my sexy, soulful background ""design inspiration food"" song along with me?    Clickity click.  URL",pos
1229889898,watching the ama back and my heart just broke to see the state mick mars is in. im almost crying ,neg
1228267389,i miss you too! you never hit me anymore either. ,neg
1228354747,Umm call back now  i don't care. Haha.,pos
1225449873,we need more of us Tablet folk on Twitter. ,pos
1229935995,"Merry Christmas to all, and to all a good night ",pos
1229031024,good morning earthlings  have a good day now u hear?,pos
1228615973,Great video ,pos
1229185023,"Where is the damn sound on flash, I restarted and still nothing ",neg
1229035756,"Sorry, Emm, you're right - so I'm not a loner today! lol and USER hadnt won either, tho he has now! ",pos
1228753550,My mom got snow too she is only two hours south!! ,neg
1229275084,Hello to USER ... thanks for the follow ,pos
1231228296,i must have the IT6 with HUGE mailbox add on ,pos
1227840534,Cheers. Hope it's a good one. Can't watch it now ,neg
1230725539,i guess i just sell cool stuff ,pos
1228456229,Well the better Q is what stage do YOU think I am!   I try and be a Stage 5 Twitterer,pos
1229449149,Trying out TweetDeck. Nice. ,pos
1229734068,")) You must be the only blog with one post, 5 comments, and 4 ""followers"" USER",pos
1230382755,Hey!  Thanks for the follow; saw one of your freelancers at this week's Ford Fusion event.  ,pos
1230834988,I didn't say he looked bad with long hair! I just think he looks even cuter with the shorter hair. ,pos
1230156625,"Lol, too bad Sam. You're STUCK. ",pos
1231192034,"Work, work, work. And maybe a little more work.  And then baking! You?",pos
1226798283,hopefully from the knees down! ,pos
1229728875,"I bought it, with the google checkout module .  Thank you for the follow.",pos
1227590981,You have a great blog! I'm glad you followed me because otherwise I never would have found it. Welcome. ,pos
1229126635,Very cool. Thanks for the link. ,pos
1229999271," oh. cannot wait until the Christmas festivities tonight!! going on a real date this Friday, so excited. life is soo, so good ",pos
1228354799,You're right Stephen! He looks quite sinister! At least the food is good. ,pos
1229521199,very sad to hear that  I've lost 2 of my beloved pets this year,neg
1229126740,Happy Thanksgiving to all my U.S. freinds!! ,pos
1227157425,that is super cute...but not to be outdone by my little bear...URL  ,pos
1212000130,Even HAHK & MPK DVDs have been shrunk into ~690 MB avi files with Acidrip ,pos
1229722975,"thanks for the USER interview, we'll be in touch! you rocked it! And I owe you. ",pos
1230791902,......... thanks? :P i have a feeling brian is on it ,pos
1229517602,"My brain has been on the fritz along with my funny, I think. I keep waiting for brilliance to strike. ",pos
1231034224,Heading out this AM leaving ID for GA. Keeping folks here and FB updated through txt msg and twitpic. Just FYI... ,pos
1228664776,So good to see you here!  We should play poker soon.  Or at least go out for some good food.,pos
1229180103,{shhhh} you are *really* my new BFF!  Don't tell USER promise?,pos
1230687600,"when I have experienced enough on this plane I will no longer return here. The key is what is ""I"" to me... ",pos
1229368274,"Yea new series, well its on its 9/10th episode now. Its even better this time around ",pos
1228577382,Mouse just gave up. Wont work no more ,neg
1228951684,nice hat ,pos
1229100266,playing with play-doh and cookie cutters with my cutie ,pos
1228938686,that might take you a lifetime! ,pos
1229786802,*smack* ... ,pos
1228788843,,pos
1228362453,cya tomorrow twits ... happy nights and pleasant dreams *,pos
1229756378,thanks about the tutorials. So many more to write though ,pos
1230611395,I pulled up the site.  Ok (forgive me for being stupid) so I create it on NVU and then will WA host it???  I'm so dumb!!  ,neg
1230965682,Not tonight...  you?,pos
1227965867,"Thanks, Merry Christmas to you too!   Btw your blog rocks, keep it up!",pos
1230866688,URL - good move... they really should watch the other stuff ,pos
1230835476,USER what do you do on Christmas? ,pos
1230016606,never tried 'em - we just let it play and ignore it or listen to the radio over it. So far she's OK with it. ,pos
1228342167,"replied to your request for more info.  user name changes fall behind bug ticket & problem emails in priority, sorry for the delay ",pos
1229639309,"Hi, your breakfast is very healthy! Own honey is very special  I always buy it straight from the beekeeper.",pos
1229557547,I am googling it. It sounds like getting Jesus installed in the basement  I really want one.,pos
1229422796,Need I say: STORM! Worth the upgrade. Go for it. ,pos
1228998361,It seems to get dark so early at this time of year.   ,neg
1229630036,"Night all  See everyone tomorrow, will finally be Xmas Eve!",pos
1229583468,to utilize n improve work life balance - my two reasons indeed from now on  what else to do with 35 leaves :-s,pos
1210200456,USER new year ka ,pos
1230257043,"ah, no, that was just for 140 chars  fail name: gcap_flife2187. success name: anything other than that.",pos
1229418327,"haha.. no, my bad. I get it now! USER loves starting podcasts ",pos
1229981105,Now I'm picturing in the shower.  What parts did you wash?  ,pos
1229155309,"yeah, I thought it was really good.  I thought they showed the aging/getting younger of Benjamin & Daisy really well ",pos
1230444249,is recording a video for theFlow using 3 cameras. Let's see what comes out of it! ,pos
1229786547,You should go to www.yotube.com/outlawstar98  think of the kids ;) haha,pos
1229702357,"since my internet is super slow... photoshop time! & of course, listening to music. bro is on the wii right now so I can't play rockband &gt;",neg
1228703524,"hello new follower bitterlysingle, i am pumped to read your updates girl  and yes i was confused, everyone i thought was following me is",pos
1231270936,hahaha oh the hardships of life ,pos
1229225086,ohhh I bet you're knackered.  What did you do to amuse her? ,pos
1231192669," I'm working on an article about giving criticism on fiction, or a practical application of the ""kill your darlings"" principle.",pos
1228301646,there's bugger all here ,neg
1230459699,compromise dye it but don't cut it. : ),pos
1229136069,I'll give you some recommendations once you get your act back together. ,pos
1230064496,Many more photos to take ,pos
1228350608,hehe these agents are mainly hot females ;P,pos
1229696759,www.TipsGoda.com~woke up a bit late today..new post comin up tonite,pos
1229122424,my insides kinda hurt. ,neg
1231103239,oooo USER shut you up. lmao You gonna let Queens talk to you like that? but she's right ,pos
1229703576,I still have to do mine   You're ahead!,pos
1229294596,"PS: Sorry, I'm a journalist and have an obnoxious habit of copy editing everything. Force of habit. Just thought you should know. ",pos
1229017608,URL - I had to glue them all in to stop them falling over ,pos
1228341154,not yet..I have stuff still lying around in my house ,neg
1229877775,"If you live near a college/university, check their bookstore - often times they'll collect cartridges to recycle ",pos
1228586687,sorry to butt in your tweet with USER   1 individual bought me 340+ pple to my corporation. I'm still in shock.,pos
1230488193,right back at you springli ,pos
1229734834,Tell Avery sorry I missed her then  We ended up hanging at home. I might see her tomorrow though; depends when she goes to bed,pos
1225870433,- thanks ,pos
1228469342,"watching Drake & Josh, gona take a shower in a lil while gona go to Sam's b-ball game tomorrow wooo!",pos
1228449103,I went shot up to Menlo to see that ,pos
1227988602,and I just stunted in the front yard!  it's been a while..,pos
1228515378,Harsh. And on a Friday night too. ,neg
1229994790,i'm in a great mood now ,pos
1229052205,Owww! Massa..dammit. put the whip away... ,neg
1229213474,"had no idea that Sing It Loud is going to be on Warped Tour! YAY! I'm going to of course Atlanta's, Chicago and possibly Buffalo",pos
1230311033,"Is planning to make a lasagna tomorrow while helping wife make cookies for a cookie exchange, need to find a Man Apron! ",pos
1230831485,"Great song, thankyouthankyouthankyou! The other DJs may have a point about the stalker thing, but I still love it. ",pos
1231133665,yay! succes! sf1.2 brengt mooie nieuwe goodies ,pos
1229956131,"there are some really awesome houses, be patient ",pos
1229444169,Are you going to the party with USER and USER tomorrow? And no to the song. ,pos
1230656975,mmmm MM_swapImgRestore()    you did build 'em solid.  Even back then.,pos
1229206987,I WANNNA GO TO STARBUCKS AND FEEED OFFF THERE WIFI. ,pos
1231103115,Are you from Syr?? In Berlin now? That's awesome ,pos
1231103124,"VirtuaWin is a godsend, Can't Microsoft dont do Virtual Desktop like Linux -  URL. But Ubuntu is lovely ",pos
1229662155,"ohhh. well, seriously, it wouldn't be a problem.  You should look into it - love mine.",pos
1229985328,no doubt and a very long one,pos
1230865232,u missed a H in gangstah ,pos
1229712150,haha ik ben de hele dag in de stad geweest hoor  maar ben daar nu weer kapot van. Is je hairdo mooi?,pos
1229137148,my sister served me sunkist ,pos
1229025972,- having done the jury thing I can say the wisdom of crowds theory could be wrong ,pos
1228257655,Soooooo right now the apt most likley for my tattoo is may 13 can't wait! ,pos
1229619998,"Hey Kim, great to hear from you  Have an awesome day my dear....",pos
1229691390,'The Human Survival Blueprint' direct link - URL  ,pos
1229231569,15th 11.30pm Heading off to bed after a productive day. Need to get up early to do some last minute tidying up before picking parents up ,pos
1228439089,"Okay, so your saying the only resolution your probably going to keep is the ""not driving angry"" Right? One out of four aint bad  ",pos
1228390299,oh lord i can't remember what i was laughing at now...pmp? peeing my pants ,pos
1228437748,"yea, exactly the reason I'm fixing some of the bugs ",pos
1229721324,"I tried putting a watch outside last night, while it snowed and was very cold. The clock is still going ",neg
1229273706,"USER Yeah, I agree push-ups first. But I definitely want to do the push-up challenge next.  ",pos
1228532669,right on! patience paid off ,pos
1227126109,Hi there! hope you are having a wonderful holiday season ,pos
1230451437,I'm not amazed at people's rudeness anymore.. It's rampant like their stupidity.. ,pos
1230327900,That's my motto ,pos
1230626335,"I was debating taking my snowboard to gasworks yesterday, but went to crystal mountain instead ",pos
1229561709,indeed  I was speaking with our COO re: www.LotusJump.com and he was already checking it out - got a feeler via our Hammertap,pos
1216730557,you applied for a job at Google? oooooo what position was that? ,pos
1228710297,Merry Christmas Eve!!! And g'night ,pos
1229678099,stressed the *BLEEP* out all day trying to meet final deadlines.. and still got stuff to do.. but right now im just cooking ,pos
1229571980,omgg   awwww i think i would've cried too...how sad &lt;3 but don't be depressed- cheep up! ,pos
1230794439,yep!! got married in September! ,pos
1228948503,I was called a few times ,neg
1229526020,awesome! i might have to look into getting myself a copy ,pos
1231222386,kissing makes you deaf (apparently) URL ,pos
1229092869,ooooooo cookies. I need a Santa gig if it pays in cookies. ,pos
1229852479,Let's just say that gangsta is stretching it. ,pos
1230712546,its not even a class. We have to read a short story we wrote for the final lol  lame.,neg
1229519638,--: )  and when u need a little lift -- u can see if anything on my blog helps! : )  URL,pos
1230827968,"Happy Holidays I am heading out of the office now & spending my Christmas in Costa Rica! I will still try to blog, twitter & facebook  &lt;3",pos
1228483753,,pos
1230745074,thanks!  It was a fun one.  ,pos
1230154440,come to my house later ,pos
1229739151,witness to some Mormons for me.  ,pos
1229102144,I *am* in heaven!  It's the *best* baked salmon I've made yet! Goodness!,pos
1229977401,Getting ready for the pahty  We got a foot of snow-will be interesting!,pos
1230927877,Yeah! My sis & BIL are back from Kerala trip. Can't wait to see the snaps! ,pos
1229702306,"USER thanks, I tried to fix the text so it's not as blurry. don't want to make the file size tooo big ",pos
1228818312,i DESPISEEEEE c-c-c-c-old weather    ,neg
1229804254,You are a BAD girl Mary! Not that George wouldn't make any of bad ,pos
1230538877,entirely my point. ,pos
1229210062,don't be jelly stephan ,pos
1222894576,"G'morning Twitter world.  the power is on, now waiting for cable to come back.",pos
1229666580,I'm here! Haha this movie captures my attention like woah ,pos
1228905957,"taking a shower while waiting for icarly to download, then hanging out with USER and whoever else at starbucks ",pos
1230141691,Is getting ready to wrap some gifts for charity. ,pos
1229219305,5A not tht far off if ya cant get a 6A innitWell done:D still waiting for letter:|:'(,pos
1229211391,USER I figured maybe with being in a different time zone I missed some posts/etc. I'll ask USER again ,pos
1230099192,thank you so much i love the pressies ,pos
1228021501,poo.  LOL,neg
1229412103,"thanks, Tapio. I do try ",pos
1230140854,Lol i had a dream that i asked anthony if today was her birthday Haha. But what if this is a dream too ,neg
1230489041,"it's official - soy yogurt alternative and rice yogurt alternatives are not for me.  oh well, I'm not a big yogurt fan. no big loss.",pos
1230225653,lol! Sorry i just say from you and strip tease and well ,pos
1228832619,"well, it's definitely out in ALL of the hospital! ",pos
1228293573,visit aint over ,pos
1229402856,USER You both can go straight to HE-DoubleHockeySticks with the rest of the blue shirts. ,pos
1228850695,I hope so!! Portland gets all the fun ,neg
1230944100,I like your hair color ,neg
1229474182,"URL - :D I'm going roller blading tomorrow, I'll probably miss your show though ",neg
1230323307,my bad  LOL  ,pos
1230497815,Nashik Dhol!! I like ,pos
1229349420,feeling better after tea and messages  xxx,pos
1230276097,nog maar weinig reactie van de familie op de laatste zwangere foto  Zijn ze in shock? ,pos
1230732082,"6- 10"" of snow possible for tonight in Spirit Lake  URL  Good Luck  ",pos
1229647501,she looks pretty healthy to me ,pos
1230964509,Thanks SANTA!!! ,pos
1228541433,"Sheldon Leonard quips: ""Look at me, I'm handin' out wings!"" - and there we pause for the night.  Tomorrow: Zuzu's petals.  ",pos
1229132880,thanks ,pos
1207500531,With Quitters & new Twitters I get the impression my twitter blog is something like a coffee house or so ... ;) ?WELCOME!?  ,pos
1228811911,"You should see it over here man, frost and everything ",pos
1230690201,may your lava lamp blob & gloop merrily ,pos
1230159290,you seem quite hyper lol  whycomes t-mass?,pos
1228540983,hehe i was twitter hacked lol by USER think shes a little crazy right now ,pos
1228876797,wahh...congratz bro... ,pos
1230841050,if only they appreciated all the stuff they get to do but they just think that's what life is like!,pos
1231131783,Me too ,pos
1230540045,"UR welcome Julie. I try to follow everyone who engages in conversation with ""USER ",pos
1228783831,MEANING GET YOUR ASS IN THERE! Please? ,pos
1229198914,"OK, I just spent the last hour laughing at that site, thank you ! ",pos
1228352668,omg I am so pissed off now ,neg
1229575629,I only throw sheep at the people I care about the mostest.  ,pos
1228946443,just had foster freeze yummm ,pos
1230091887,that she is. i just want to pinch her. looking forward to seeing more pics of her. ,pos
1229710706,hahaha thank goodness ,pos
1231141421,"Hahaha xD I fail  Yeah that's on the list, the same model which i bought using this netkas thing ",pos
1228690188,Olbermann and Maddow... they supplement my education like no one else. ,pos
1228939767,????? ??? ?????? videaki ?¹? ??? ¹??????????? ??? ???? ¹?? ??? ?? ???????...,neg
1228679747,Fun plans for today/ getting a  massage/ making p-butter/choc buckeyes ( a family tradition  and  later Jim Carrey's  new movie,pos
1229319572,"i wish i knew how to dress ""electro-sex circus"" grrr.   i need to go buy shoes! bbl. and.. get ready. to.. rock the circus. ja.",pos
1229028454,100% French. Born and raised in Paris. Folks in Quebec have a lovely accent though. ,pos
1230876309,I decided 2 take time off from online stuff...  yet here I am tweeting away! Man it's hard not 2b n touch w/ fella twitterers. ,pos
1228073603,"USER was doing such a great job, i figured why not? ",pos
1230830845,I'm Italian also. ,pos
1229573302,It makes sense that all the apps I want update are on the front page of my iPhone. Of course they're also the ones that are least updated ,neg
1230192570,feeling all tingly thinking about last night's phone conversation. &lt;3 my future is looking like it will turn out happy after all. ,pos
1230134816,Remember to enter the Holiday Contest on Active Rain in Sally's Positive Attitude for the Weary Soul Group-generous prizes ,pos
1230003911,Well come back cause I got a confession to make! ,pos
1229462413,No Mario Kart for me.. It was sold out.. ,neg
1230282350,it happens ,pos
1229623851,ohh but dave i was just about to take special time out of my heavy work load to shoot some amazing footage for you ,pos
1228873628,"Grand daughter Ellie just arrived, so it looks like I'm off now. C-Beebies here we come ",pos
1230941680,is Checking Facebook ... again... maybe I need an intervention? ,pos
1230327731,I let my DDs leave toys out when they were little now its a habit and a really hard one to break ,neg
1231271273,I'm watching Elf and Cade ,pos
1230083579,hey cool. send more. that fun. i gotta go get some work done here. when can you talk on the phone? ,pos
1228983373," thanks! to be honest, i'm not looking forward to the cold. also, i'm hoping that weather is ok for a smooth drive up there.",pos
1229360137,"didn't he pose naked for a magazine one time??? i'd luv to see it! and ya know, i've never seen the naked burt reynolds centerfold either ",neg
1229369042,"hey, thanks as well ",pos
1225016520,What's wrong with that? ,pos
1230490735,Sitting outside my dads work. GR I don't want to go do my errands with him ,neg
1229097055,ok found it!! it's a menu in the normal inspector. yay! image has a border! thanks!! ,pos
1230401987,I can belive that NRN congratulated Barkha for her and NDTVs rep  - photo at URL,neg
1229897557,good night everyone! Thanks for the birthday wishes USER USER USER USER ,pos
1231018541,I took a nap with Hannah and I am starting to feel better FINALLY ,pos
1228165676,erppp. im really bored.  waiting for my parents to come home. my mom got me new shoes in california. theyre sick... thought you should kno,neg
1230216754,"no, sadly i'm ps3  ...i was thinking the same thing last night...damn non-interoperability",neg
1231085296,I mean who wants to change up a good 69  if it ain't broke don't fix it! haha how's things?,pos
1230569350,"oh my gosh, flattered, but i wish i were more like you.  : )",pos
1228808775,"ah, vandaar dat al mijn familie daar niet meer woont, inclusief mezelf? ",pos
1229867424,"cannot resolve error: ""src/lxml/etree.c:53713: error: expected Ô{Õ at end of input"" while installing lxml 1.3.6 (",neg
1229080699,makes no difference if its done behind closed doors. ,pos
1230459820,.net came today. busy reading ,pos
1231056492,"oh no! I don't dare post photos of mine after seeing yours!  you should post an instructional youtube video, it's that good.",pos
1229374360,"Nah, 'Twas Sam. xD no worries about the dad stuff fella. ;) I r help al and family ",pos
1229069249,Ur welcome and no problemI totally forgot what I said..LOL,pos
1230759487,"yep - she was with what appeared to be her ""team"" - the boss pulls out a thermometer on a train lol ",pos
1227196885,is done with steady employment.. time to do this on my own ,pos
1229744209,"on the off chance, in my bottom drawer i have 2 more cans of ravioli, can you throw them out so i dont have to look at them? pls! ",neg
1230049227,i'd hold off on the sims 2 since the sims 3 comes out in January or February  i cant wait LOL,pos
1229957146,"Yummy stuff! A lot of sushi, char-siu, spam musubi and sake. ",pos
1230271596,is not amused that people didn't tell me about the awesomeness that is USER being on twitter ,neg
1229118718,"NYC is now celebrating !  Happy New Year to all, see ya in 2009 !   ",pos
1228994031,we should hook up sometime and jam ,pos
1229380789,lol It certainly is entertaining. ,pos
1229613908,USER USER USER USER USER ThK for the follow ,pos
1229437545,"lol, we're kyle lacy fans ",pos
1230706837,haha no worries I fixed the situation ,pos
1228807986,One of Jeff's nieces just called me ugly. ,neg
1229547378,jarEdcwilson says you're welcome ,pos
1230359896,"I agree, altho my shower this morning was the last time I felt my toes today ",neg
1230507929,"wow, fantastic new site there Chelsea, well done ",pos
1230333987,I miss USER  My BFF is in Italy ,neg
1230792291,At Petco-looking at fish  i want a fishie!,pos
1230154635,I can't believe your typing speed is slower... ,pos
1229911954,pick it up!!!!!...,pos
1229058278,Really? I should re-consider it then  Eventhough I've spent too much money this month anyway :P,pos
1229446208,"FB // Mike Hubb ""Good game - huge improvement ."" URL",pos
1229210297,150 ain't all it's cracked up to be.  Enjoy your extra 9.8lbs!!,pos
1229893697,Xmas party time. i always get worked up over parties & USER isnt helping. She didnt notice my hair ,neg
